character_id,age,sex,height_cm,weight_kg,strength,reaction,stamina,speed,intelligence,perception,agility,endurance,stress_resistance,luck,panic,fatigue,hunger,thirst,mental_stability,focus,confidence,pain_tolerance,has_flashlight,flashlight_battery,has_knife,has_backpack,has_first_aid_kit,medkit_count,has_water,water_amount,has_food,food_amount,has_radio,level_id,level_difficulty,visibility,entity_density,entity_aggression,resource_density,maze_complexity,geometry_stability,spawn_area_danger,distance_to_nearest_entity,noise_generated,time_since_last_encounter,special_rule,survived_24h,survival_time_hours,escape_probability
14017,37,F,174.9,94.3,46.05,31.6,38.38,47.26,33.51,100.0,41.29,34.53,77.25,59.66,8.99,30.28,37.42,44.98,52.65,29.31,36.62,33.19,0,0.0,0,1,0,0,1,2.76,1,5.27,0,end,4.87,69.54,30.88,19.49,50.23,22.93,69.54,19.49,87.79,3.29,72.37,trap_exit,1,175.7,78.77
14018,33,M,174.8,83.2,51.34,1.0,50.98,52.76,23.78,26.25,13.69,42.34,78.28,78.5,4.77,12.05,8.94,12.13,40.62,23.47,6.97,38.82,1,20.0,1,1,1,3,1,3.38,1,6.59,1,0,5.5,52.22,31.98,18.4,64.06,54.42,52.22,18.4,80.28,3.03,66.91,none,1,167.77,71.57
14019,39,F,166.7,82.7,28.96,48.74,20.26,27.63,66.35,62.65,20.91,10.71,40.19,55.84,8.43,13.57,13.91,15.86,29.29,63.49,18.99,9.49,0,0.0,1,1,0,0,1,2.35,1,4.41,1,end,3.35,81.7,39.32,6.7,41.19,35.19,81.7,6.7,77.25,7.63,71.94,trap_exit,1,216.65,81.23
14020,41,M,185.1,96.7,80.12,25.53,63.2,81.89,54.12,36.5,22.45,34.78,42.82,29.97,19.94,38.93,52.07,58.08,23.21,44.02,6.53,34.99,0,0.0,1,1,1,2,0,0.0,1,3.98,1,0,5.5,48.19,50.32,35.21,36.61,50.73,48.19,35.21,57.8,10.97,64.27,none,0,113.44,45.09
14021,34,M,181.4,98.3,54.16,12.7,53.97,32.72,38.93,50.75,28.78,32.06,46.42,22.63,0.8,13.96,5.84,9.66,36.73,31.8,3.27,26.87,0,0.0,1,1,0,0,1,3.95,0,0.0,1,7,4.72,79.93,47.63,6.23,76.6,69.51,79.93,6.23,66.45,0.32,70.89,flooding,0,138.81,60.39
14022,33,M,177.5,88.8,59.24,16.85,51.43,51.65,31.52,63.83,40.52,37.09,73.47,16.18,2.12,2.32,2.17,4.49,51.14,31.85,42.21,39.5,1,31.06,0,1,0,0,1,4.29,1,8.51,1,1,4.46,67.67,66.2,44.34,84.28,9.97,67.67,44.34,45.0,1.06,71.51,none,1,166.23,82.44
14023,46,F,167.9,82.3,21.76,47.67,23.02,21.94,79.59,47.58,12.8,18.94,72.59,57.58,2.11,6.7,6.18,8.58,47.07,78.96,38.54,20.32,1,55.62,0,1,1,3,1,3.47,1,6.78,1,2,3.45,36.47,49.37,15.87,66.06,22.38,60.78,15.87,64.57,0.75,71.1,none,1,201.07,91.34
14024,27,M,164.8,74.7,31.18,5.77,24.35,31.39,3.85,31.7,7.77,18.31,72.82,56.4,1.37,11.56,13.04,13.75,40.54,9.05,10.47,20.34,0,0.0,0,1,0,0,0,0.0,0,0.0,0,1,3.24,56.67,47.45,4.26,21.42,40.91,56.67,4.26,67.32,0.39,71.66,none,0,171.2,70.73
14025,36,M,182.4,93.3,69.6,18.96,63.39,64.95,45.26,40.15,32.65,59.97,84.11,74.46,4.16,34.81,51.46,53.52,52.8,43.05,19.06,57.79,0,0.0,0,0,1,2,0,0.0,0,0.0,1,5,5.5,60.3,52.12,41.84,16.72,40.75,60.3,41.84,57.12,3.18,65.81,none,1,198.97,71.01
14026,31,F,177.4,79.2,41.08,17.61,30.01,38.09,33.34,53.13,20.94,28.32,72.1,62.45,1.44,34.75,27.95,32.98,64.45,39.62,8.99,28.2,1,23.08,1,1,1,2,1,2.63,1,5.0,0,2,5.5,53.96,17.78,12.37,47.35,60.63,89.93,12.37,99.85,0.47,69.71,none,1,148.32,67.29
14027,37,M,193.3,103.4,100.0,36.59,86.75,89.44,38.54,74.98,63.17,83.67,83.23,26.12,0.61,23.69,38.07,47.11,57.08,34.67,16.86,83.39,0,0.0,1,1,1,3,0,0.0,0,0.0,0,5,5.5,64.44,6.24,3.3,54.28,49.1,64.44,3.3,117.06,0.51,72.21,none,1,186.03,70.67
14028,33,M,179.0,85.1,63.61,20.11,65.34,62.95,37.83,52.82,39.43,31.9,44.88,27.45,6.68,6.74,7.02,10.15,35.12,35.5,15.13,28.98,1,29.94,1,0,1,3,1,3.61,0,0.0,0,0,4.09,78.7,28.94,10.96,69.01,30.83,78.7,10.96,88.93,2.32,71.37,none,1,191.15,70.92
14029,36,F,184.2,99.0,67.64,25.08,49.09,64.23,77.77,36.78,20.05,24.55,43.4,28.79,5.33,32.22,36.91,42.96,34.11,78.52,8.58,27.25,0,0.0,0,0,1,2,0,0.0,1,4.78,1,0,4.31,80.59,69.58,15.51,45.06,51.2,80.59,15.51,39.51,3.17,68.56,none,1,159.84,61.89
14030,39,F,187.8,96.1,76.75,50.93,67.68,80.19,78.07,55.97,48.6,29.41,43.09,64.91,13.23,24.46,36.83,39.65,27.82,56.95,13.36,32.97,0,0.0,0,1,1,2,0,0.0,0,0.0,0,0,4.74,64.83,69.45,26.3,27.7,45.22,64.83,26.3,40.13,3.03,69.49,none,0,205.95,71.1
14031,33,M,171.1,81.3,36.3,13.97,34.47,31.34,42.76,35.71,5.54,12.64,41.55,94.21,1.15,16.89,22.57,27.75,29.91,43.24,22.18,16.63,1,27.2,0,1,1,3,1,2.9,1,5.57,0,3,2.12,59.84,35.43,4.09,53.42,13.32,59.84,4.09,82.19,0.99,72.23,none,1,225.44,88.43
14032,38,F,171.6,84.9,55.62,42.26,52.45,32.2,67.51,61.59,28.05,21.37,35.28,78.18,15.6,6.36,7.02,7.15,8.81,61.66,4.01,18.78,0,0.0,0,0,0,0,1,0.9,0,0.0,1,7,5.5,25.08,48.37,22.37,8.9,56.13,25.08,22.37,63.67,4.69,68.68,flooding,0,182.95,66.71
14033,31,M,184.9,102.6,86.0,14.06,71.76,83.49,17.33,46.61,37.4,61.42,70.38,8.66,2.04,12.63,9.96,17.18,31.0,13.72,3.89,62.5,0,0.0,0,1,1,3,1,4.03,0,0.0,1,8,5.5,40.31,18.06,18.06,78.38,67.7,40.31,18.06,96.66,0.7,67.61,none,0,143.78,51.55
14034,40,F,181.0,98.9,75.94,32.85,72.53,75.35,43.51,61.8,34.15,57.88,81.12,33.34,0.65,20.21,19.48,23.88,36.6,52.2,4.89,59.08,0,0.0,0,0,0,0,1,2.89,1,5.54,0,1,5.5,43.32,36.3,14.35,53.05,75.07,43.32,14.35,77.93,0.46,69.19,none,1,150.53,68.72
14035,30,M,175.7,87.0,63.06,11.7,46.12,55.39,23.21,47.79,22.26,22.36,24.95,6.87,4.2,21.33,0.0,14.3,11.17,24.18,2.52,16.38,1,28.98,1,1,1,4,1,5.0,1,10.0,0,4,4.17,38.31,9.75,1.35,100.0,56.66,38.31,1.35,112.84,2.54,72.19,none,1,175.5,52.56
14036,30,M,183.0,88.2,66.93,15.68,58.26,64.93,56.54,25.59,18.71,19.32,35.8,65.59,8.49,13.75,9.03,12.96,29.66,53.91,1.6,21.36,1,43.35,1,0,0,0,0,0.0,0,0.0,1,6,5.5,21.93,55.22,39.14,68.52,78.12,87.72,39.14,45.93,3.24,55.33,darkness,0,134.93,60.61
14037,40,F,186.9,105.0,85.18,45.13,76.36,80.33,51.43,82.24,68.91,73.49,100.0,63.18,1.69,15.34,22.33,25.73,49.16,51.87,24.09,77.59,1,26.67,0,0,1,2,0,0.0,1,4.61,0,2,5.5,31.15,57.4,45.85,43.23,46.76,51.92,45.85,54.3,1.16,69.95,none,1,205.21,82.84
14038,27,M,181.2,91.6,74.87,13.41,67.67,74.15,16.84,72.54,57.27,28.91,39.26,62.71,14.78,26.63,35.7,38.1,15.57,11.24,1.7,26.75,0,0.0,0,0,0,0,1,1.63,0,0.0,0,3,5.5,44.06,38.48,15.02,25.16,70.52,44.06,15.02,76.6,3.24,70.33,none,1,145.37,55.9
14039,29,M,177.9,93.4,62.63,19.37,56.44,62.49,31.16,67.87,39.53,23.23,50.87,25.21,2.61,10.18,4.57,10.11,40.08,28.42,9.81,25.59,0,0.0,1,1,1,4,1,4.36,1,8.65,0,4,4.49,88.68,28.78,8.95,85.84,46.43,88.68,8.95,89.37,0.84,71.58,none,1,164.99,64.91
14040,38,F,166.1,86.1,21.39,1.0,25.42,24.1,58.54,18.07,4.9,13.12,63.7,43.79,9.31,20.79,21.61,24.46,20.26,52.8,13.96,15.98,1,27.02,0,1,1,2,1,2.29,0,0.0,0,0,4.32,29.31,25.13,10.06,39.81,33.62,29.31,10.06,92.36,7.06,70.5,none,1,174.99,68.95
14041,18,M,173.2,73.0,43.32,6.5,32.46,50.36,17.95,40.92,19.18,13.57,23.84,44.76,9.42,27.57,17.43,30.56,9.78,13.08,5.55,12.8,1,15.84,0,0,0,0,1,4.06,0,0.0,1,0,3.85,34.16,55.76,16.4,79.03,33.86,34.16,16.4,56.42,4.69,70.25,none,1,105.04,60.01
14042,43,F,185.4,100.1,70.25,77.15,59.58,72.59,93.53,77.41,44.89,21.88,33.53,71.17,11.72,30.61,34.96,38.42,10.23,80.28,4.31,17.64,0,0.0,0,1,0,0,1,1.99,0,0.0,1,0,5.5,36.59,18.11,16.29,33.1,63.58,36.59,16.29,100.97,6.54,70.82,none,1,187.04,67.46
14043,28,M,175.1,83.6,48.66,10.72,51.24,45.93,20.92,62.58,35.8,40.88,89.74,60.01,3.13,4.48,1.42,2.73,63.37,21.17,2.24,42.21,1,22.08,1,0,1,3,1,4.2,0,0.0,1,5,5.5,77.42,35.89,22.49,82.28,89.02,77.42,22.49,75.31,1.31,66.3,none,1,186.34,64.82
14044,35,M,189.5,105.0,83.65,20.2,85.65,86.88,51.49,28.7,24.21,16.86,16.26,11.96,12.32,15.03,24.55,26.24,8.25,44.48,1.94,12.39,1,17.33,0,0,0,0,1,1.65,0,0.0,0,0,5.13,57.17,63.05,26.32,25.58,50.15,57.17,26.32,45.25,1.29,65.86,none,0,86.61,41.62
14045,29,F,164.6,78.0,28.32,25.05,22.56,36.73,38.86,52.13,15.68,7.86,38.46,46.2,5.75,15.64,12.55,13.69,15.13,34.57,2.13,10.61,0,0.0,0,1,0,0,0,0.0,1,3.45,1,1,5.4,41.39,21.49,5.93,31.08,70.27,41.39,5.93,97.47,3.56,71.17,none,0,142.27,56.06
14046,36,M,179.1,98.5,73.43,8.63,55.98,70.5,40.64,26.96,23.84,55.03,79.1,38.87,2.58,33.44,32.77,39.2,46.58,35.52,1.84,55.71,0,0.0,0,0,0,0,1,2.73,1,5.21,1,2,5.5,36.49,45.15,16.56,49.56,87.21,60.82,16.56,63.42,0.57,64.41,none,1,103.46,52.0
14047,41,M,195.0,105.0,95.3,15.59,91.81,100.0,42.62,39.9,42.13,68.08,75.36,18.67,1.07,11.38,15.41,25.45,58.6,40.75,22.29,74.81,0,0.0,1,1,1,3,1,3.94,1,7.77,1,0,4.28,74.33,48.05,18.38,76.51,34.55,74.33,18.38,65.18,0.51,70.0,none,1,208.66,76.65
14048,37,F,173.1,88.9,52.75,34.32,35.34,51.95,46.85,72.46,34.7,26.62,43.93,36.66,11.93,33.7,0.0,14.39,17.46,44.48,1.91,23.59,1,52.98,1,1,1,4,1,5.0,1,10.0,1,1,5.5,36.88,32.91,13.07,100.0,83.38,36.88,13.07,82.84,7.95,70.11,none,0,128.07,52.33
14049,42,M,195.0,105.0,96.54,30.94,93.23,84.38,58.07,48.51,45.31,62.84,60.22,53.12,8.47,10.25,11.88,18.6,24.32,45.01,4.25,62.73,1,39.51,1,0,1,3,1,3.82,1,7.52,1,8,5.5,35.52,69.08,27.71,73.88,68.95,35.52,27.71,38.51,2.62,65.54,none,1,149.87,67.85
14050,35,F,178.0,96.5,57.19,53.65,35.41,55.55,81.58,69.49,33.03,16.58,33.89,97.47,0.36,50.0,36.85,45.07,15.47,83.34,2.24,18.98,1,46.9,0,1,1,3,0,0.0,1,5.51,1,0,5.5,45.01,59.81,24.1,52.73,84.54,45.01,24.1,50.01,0.26,67.7,none,1,195.14,70.55
14051,35,M,188.7,96.3,86.34,3.41,74.59,85.8,29.94,29.87,19.34,78.23,88.83,19.63,3.7,16.92,18.66,27.1,11.88,22.8,5.35,74.45,0,0.0,0,1,0,0,1,3.62,1,7.09,0,5,5.5,13.61,48.18,39.15,69.35,61.36,13.61,39.15,55.71,0.2,59.22,none,0,106.54,49.4
14052,34,F,166.9,76.6,31.63,15.08,28.48,31.06,24.8,82.16,22.1,16.5,57.19,59.95,3.02,30.49,31.78,33.76,53.22,24.83,13.84,14.91,0,0.0,0,0,0,0,1,1.57,1,2.76,0,3,4.64,89.03,79.82,28.61,23.77,45.09,89.03,28.61,28.61,1.82,70.72,none,0,164.05,67.65
14053,40,F,164.1,86.7,40.74,30.59,33.99,39.0,67.99,49.48,22.09,18.9,54.54,47.21,27.7,15.44,4.96,12.17,10.61,46.69,10.11,16.67,1,58.93,0,1,1,4,1,4.46,1,8.85,1,5,5.5,19.37,39.67,28.42,87.91,39.1,19.37,28.42,73.25,10.07,68.38,none,1,159.2,64.89
14054,20,M,169.7,72.4,16.93,8.21,7.42,10.93,15.99,82.88,16.72,1.0,11.44,58.06,13.95,51.21,40.3,44.4,4.35,12.01,0.98,2.4,0,0.0,1,1,0,0,0,0.0,0,0.0,0,5,5.01,32.34,49.55,14.35,33.71,60.11,32.34,14.35,64.58,4.58,71.36,none,0,145.74,51.25
14055,49,F,178.4,92.9,51.55,57.47,42.49,48.74,79.96,97.43,49.86,41.51,92.9,68.69,2.01,11.73,16.62,20.24,43.3,73.79,64.67,40.72,0,0.0,0,1,1,3,0,0.0,1,5.45,0,1,3.81,47.68,34.49,17.0,52.13,13.15,47.68,17.0,83.49,0.46,72.38,none,1,206.85,94.0
14056,32,F,160.6,76.4,35.93,29.08,22.36,28.07,56.31,47.84,21.79,6.53,31.82,73.62,16.74,18.55,7.39,10.31,18.04,43.68,3.33,8.69,0,0.0,0,0,0,0,1,3.49,0,0.0,1,7,5.5,56.81,64.18,25.41,66.36,63.2,56.81,25.41,44.68,10.14,66.98,flooding,0,136.1,59.62
14057,26,F,184.4,91.5,58.46,29.62,64.61,58.76,41.5,81.83,51.72,20.39,23.43,72.83,14.97,6.5,0.0,8.5,18.03,39.03,13.67,18.98,1,48.61,0,1,1,4,0,0.0,1,10.0,1,4,4.09,58.31,47.35,19.9,100.0,26.64,58.31,19.9,67.52,7.23,71.75,none,0,176.45,82.84
14058,36,F,185.4,96.0,78.63,36.54,58.18,45.77,73.99,46.72,34.85,30.13,37.19,22.34,13.86,42.93,39.05,50.07,31.45,66.65,9.14,27.37,0,0.0,1,1,0,0,1,3.13,1,6.06,0,7,5.5,83.15,66.54,45.49,58.53,56.66,83.15,45.49,39.83,7.32,62.95,flooding,0,80.77,47.03
14059,31,M,182.0,91.5,50.93,5.49,50.76,55.36,18.73,25.8,11.0,25.86,52.35,82.02,1.05,20.0,16.73,20.72,34.43,20.81,3.1,30.53,0,0.0,1,1,0,0,1,2.95,1,5.67,0,3,4.39,63.2,48.56,4.61,54.44,65.9,63.2,4.61,65.35,0.68,70.89,none,0,167.51,72.03
14060,29,M,164.8,69.4,15.83,9.15,14.71,17.7,24.6,33.56,6.95,16.46,88.68,56.12,3.62,11.52,11.3,16.86,28.72,23.46,34.68,16.9,1,21.44,1,1,0,0,1,3.7,0,0.0,1,end,4.47,31.04,36.46,22.97,71.09,14.02,31.04,22.97,79.65,2.78,70.99,trap_exit,1,193.39,80.77
14061,33,F,182.7,101.2,72.63,20.87,58.55,62.01,57.62,25.25,21.62,20.03,27.26,42.7,8.38,12.82,11.88,13.46,6.75,56.99,0.35,17.73,1,28.65,1,1,0,0,0,0.0,0,0.0,1,6,5.5,6.4,38.82,28.25,40.01,100.0,25.59,28.25,62.86,3.26,57.25,darkness,1,124.89,48.56
14062,37,F,173.0,90.6,42.51,31.6,36.4,52.25,61.61,49.62,32.08,29.72,68.72,31.19,4.71,22.47,23.09,25.93,17.86,54.78,9.59,29.88,0,0.0,1,1,1,2,0,0.0,0,0.0,0,end,4.24,26.12,4.6,1.07,38.1,48.64,26.12,1.07,119.22,1.75,72.33,trap_exit,1,175.99,66.87
14063,41,F,188.7,103.1,73.56,55.73,69.09,75.9,66.9,82.49,70.1,60.29,70.68,41.72,0.91,26.74,40.97,46.02,27.32,65.51,27.35,55.6,1,28.96,0,1,0,0,1,2.22,1,4.12,0,4,3.59,37.68,12.72,3.22,38.14,32.34,37.68,3.22,109.57,0.19,72.39,none,1,205.32,80.81
14064,37,F,177.2,92.7,68.18,47.93,53.24,53.88,74.5,85.61,52.18,39.89,59.47,63.46,9.14,45.6,48.44,58.0,48.38,64.1,27.3,37.35,1,38.28,0,1,1,2,1,2.73,1,5.22,1,3,5.39,76.34,49.72,24.57,49.66,48.05,76.34,24.57,63.75,2.37,70.61,none,1,185.11,79.8
14065,36,M,168.5,83.6,35.39,15.16,26.93,38.16,38.67,65.66,25.41,18.22,53.28,45.87,0.89,38.86,15.66,25.76,28.25,32.56,3.29,19.99,1,28.82,1,1,1,3,0,0.0,1,7.75,0,6,4.79,13.91,65.01,8.55,76.34,71.04,55.63,8.55,46.07,0.5,70.92,darkness,1,151.31,68.94
14066,36,F,166.1,81.3,10.73,21.14,20.01,17.79,32.45,75.2,15.39,13.9,55.08,49.66,6.01,22.06,12.89,14.08,25.15,33.58,0.96,9.17,0,0.0,1,1,0,0,0,0.0,0,0.0,1,8,5.5,51.67,19.06,3.84,31.7,100.0,51.67,3.84,101.05,4.01,71.7,none,1,122.06,57.26
14067,32,F,157.6,69.3,9.52,16.89,9.75,3.36,16.98,41.07,1.0,12.92,61.87,23.62,27.17,14.49,7.86,13.18,34.2,15.7,15.77,4.18,0,0.0,1,1,1,3,1,3.97,1,7.83,1,end,5.5,55.1,91.91,76.26,77.2,28.71,55.1,76.26,13.44,11.82,63.07,trap_exit,1,127.75,43.72
14068,43,F,187.0,103.3,69.25,47.03,60.77,64.48,93.81,46.0,29.09,2.27,15.35,12.42,33.79,11.93,9.44,15.87,4.75,62.71,2.87,10.93,1,74.55,1,1,1,3,1,3.98,1,7.84,1,2,5.5,18.59,46.04,39.05,77.29,46.92,30.98,39.05,63.67,10.18,65.74,none,1,81.25,39.19
14069,35,F,184.6,93.6,78.03,43.31,79.73,47.92,78.94,45.45,46.2,34.94,44.32,24.85,23.14,9.72,15.13,15.79,8.39,62.96,9.45,36.46,0,0.0,1,1,1,2,0,0.0,1,2.2,0,7,5.5,18.3,13.51,9.72,17.93,37.77,18.3,9.72,106.96,2.51,71.24,flooding,0,127.22,55.52
14070,21,M,173.5,73.2,50.85,14.43,38.71,43.89,14.02,60.43,35.38,9.86,27.76,57.01,10.53,50.88,53.53,57.65,14.96,11.74,2.28,10.39,0,0.0,1,0,0,0,1,1.75,0,0.0,0,1,5.5,62.69,34.63,22.38,27.77,55.16,62.69,22.38,79.84,2.13,69.2,none,0,136.04,52.03
14071,38,F,174.9,84.5,41.78,29.9,30.7,25.37,80.08,41.65,11.4,12.54,23.38,40.06,2.71,19.77,3.29,9.49,16.04,84.66,2.62,8.02,1,79.72,1,1,1,4,1,4.57,1,9.09,1,4,5.5,60.45,22.59,7.92,90.39,69.32,60.45,7.92,94.75,0.25,70.06,none,1,137.58,67.21
14072,42,F,173.1,91.0,49.96,24.22,31.71,51.59,69.97,34.36,8.85,27.76,48.93,63.02,3.74,40.33,0.05,16.05,11.37,66.27,1.38,21.55,1,70.37,0,1,1,4,1,5.0,1,9.99,1,1,5.5,24.04,22.93,6.85,99.94,83.29,24.04,6.85,93.94,0.86,69.74,none,1,147.89,68.43
14073,50,F,175.9,100.4,68.34,34.08,64.57,65.41,97.04,38.94,29.53,34.44,50.63,85.55,4.05,9.05,10.58,11.94,41.12,89.07,12.96,31.7,1,39.55,0,1,1,2,0,0.0,0,0.0,0,2,5.5,49.27,72.44,60.06,39.17,53.56,82.11,60.06,31.65,1.09,58.51,none,1,178.48,73.22
14074,34,M,177.0,95.5,45.31,42.6,34.51,52.16,51.44,72.58,47.97,26.05,42.52,13.28,16.68,42.61,17.26,26.97,20.19,40.84,1.01,22.39,1,39.34,0,1,1,3,1,3.82,1,7.51,0,8,5.5,46.91,9.46,7.52,73.76,100.0,46.91,7.52,111.56,2.51,71.12,none,0,62.93,39.41
14075,44,F,175.6,89.7,43.69,37.39,40.16,42.43,46.58,67.88,25.48,47.01,94.45,54.68,1.31,31.41,37.59,41.84,68.18,53.97,35.86,41.07,0,0.0,1,1,1,2,1,2.13,1,3.93,0,0,5.5,73.82,64.02,42.02,36.12,35.35,73.82,42.02,45.77,0.71,68.49,none,1,185.3,79.29
14076,42,F,172.6,94.6,54.72,20.9,43.71,54.29,88.54,19.61,15.12,23.17,54.82,44.91,14.16,31.66,32.31,40.65,39.34,75.96,14.82,28.54,1,52.37,1,1,1,3,1,3.04,1,5.85,1,5,5.36,71.4,30.42,17.99,56.35,37.65,71.4,17.99,84.23,6.84,68.81,none,0,172.32,69.11
14077,41,F,170.5,89.6,27.77,37.33,22.54,24.36,75.81,41.95,10.01,19.5,71.27,54.89,13.61,41.64,19.89,27.38,28.55,69.38,5.17,21.09,1,54.81,1,1,1,3,1,3.44,0,0.0,1,5,5.5,37.24,54.59,30.46,65.29,71.77,37.24,30.46,52.91,9.48,63.8,none,1,154.56,63.38
14078,38,F,192.1,104.0,84.35,32.51,84.64,90.78,73.03,33.19,35.6,59.08,70.45,26.42,10.99,16.63,25.5,26.86,40.8,70.79,7.11,59.24,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,5.5,57.47,40.38,28.48,21.04,66.14,57.47,28.48,68.18,5.83,64.09,none,0,142.98,49.33
14079,46,F,161.0,79.0,14.63,29.98,15.23,9.6,90.2,34.69,8.49,7.12,35.19,39.64,33.31,22.71,10.6,12.39,28.98,57.38,1.11,4.87,1,42.37,1,0,0,0,0,0.0,1,4.84,1,2,5.5,46.98,26.44,22.85,45.72,100.0,78.3,22.85,79.92,21.48,61.61,none,1,74.88,28.96
14080,37,F,161.9,85.5,17.4,28.13,11.07,30.84,66.18,35.59,14.34,1.0,19.21,62.25,5.34,14.12,4.4,9.06,15.87,62.44,4.3,4.59,1,57.71,0,1,1,4,1,4.29,1,8.49,1,4,4.3,73.46,28.74,6.91,84.12,49.24,73.46,6.91,88.71,3.6,70.98,none,1,157.09,71.81
14081,32,F,167.3,80.0,30.13,18.21,30.29,35.98,41.06,16.99,12.09,24.85,78.13,44.02,0.49,32.52,21.63,29.52,36.19,44.16,10.19,25.41,1,32.22,0,1,1,3,1,3.41,0,0.0,1,1,3.41,46.3,36.8,2.12,64.57,47.89,46.3,2.12,80.29,0.3,71.97,none,1,180.69,71.47
14082,34,M,181.9,98.5,79.66,3.75,73.65,46.4,31.92,21.19,17.04,46.58,68.96,28.02,3.59,13.34,11.08,17.01,27.85,29.83,8.5,53.23,0,0.0,0,1,1,3,1,3.78,1,7.42,1,7,4.87,39.81,8.34,3.3,72.81,46.36,39.81,3.3,113.64,1.46,71.61,flooding,0,168.71,66.83
14083,31,M,190.3,105.0,88.61,6.77,79.57,96.52,45.62,11.48,10.18,47.82,52.3,83.89,8.62,2.01,1.81,4.25,25.81,40.1,9.41,43.35,1,41.3,0,1,1,4,1,4.42,1,8.77,0,end,5.5,53.47,34.66,27.75,87.09,34.31,53.47,27.75,76.83,3.26,66.46,trap_exit,0,185.03,79.27
14084,32,F,173.9,83.2,55.52,29.09,48.8,55.82,78.24,39.98,18.95,24.33,45.11,48.33,15.46,24.71,28.59,31.61,3.55,63.88,5.02,24.03,0,0.0,1,0,1,2,1,2.05,1,3.78,1,1,5.5,7.95,34.33,22.97,34.54,47.87,7.95,22.97,77.92,11.21,67.12,none,1,149.1,59.2
14085,44,M,186.7,105.0,72.19,26.26,67.8,76.82,94.32,32.47,22.72,53.5,58.46,70.87,0.52,4.85,0.0,6.7,22.21,85.8,13.55,45.64,0,0.0,1,1,1,4,1,5.0,1,10.0,1,1,4.71,36.46,31.9,14.21,100.0,37.77,36.46,14.21,83.73,0.45,69.86,none,1,212.45,90.21
14086,27,F,176.2,76.6,48.87,1.67,45.95,49.29,15.54,33.47,15.66,10.75,11.8,79.06,34.42,24.56,35.19,37.73,4.05,11.96,2.26,4.08,0,0.0,0,0,0,0,1,1.69,1,3.02,0,3,5.5,47.42,57.14,49.16,26.51,25.29,47.42,49.16,51.9,7.9,66.16,none,1,125.64,57.8
14087,42,M,188.8,105.0,90.7,42.67,91.19,92.48,76.26,43.2,44.02,68.96,58.84,77.33,10.03,25.38,43.31,50.5,16.43,69.03,15.61,63.64,1,38.04,1,1,0,0,1,2.54,1,4.81,1,6,4.59,6.02,51.85,22.69,45.34,35.95,24.06,22.69,60.35,6.8,69.47,darkness,1,234.7,88.12
14088,39,F,177.2,88.2,49.61,32.11,27.94,44.41,57.81,57.59,26.36,29.19,62.69,84.58,1.08,50.78,35.65,45.39,35.12,57.94,5.99,30.77,1,37.12,1,1,1,3,0,0.0,1,5.98,0,2,5.11,31.74,57.77,13.78,57.72,67.45,52.9,13.78,53.41,0.26,69.29,none,1,155.58,72.29
14089,27,M,185.2,88.0,59.67,34.34,65.85,61.63,52.96,55.23,32.2,28.54,32.12,40.34,12.89,20.08,20.54,23.37,18.61,45.59,2.04,22.81,0,0.0,1,0,0,0,1,2.34,0,0.0,0,0,5.5,53.61,30.42,11.06,40.83,76.53,53.61,11.06,85.18,10.12,69.64,none,0,108.09,52.67
14090,43,F,176.7,105.0,75.76,72.54,68.92,68.86,91.63,76.39,60.3,63.74,72.93,62.59,1.23,19.64,24.71,31.92,33.63,82.07,33.56,57.07,1,51.81,0,1,0,0,1,3.17,1,6.13,1,4,3.1,43.37,47.41,5.93,59.3,34.21,43.37,5.93,67.83,0.13,72.18,none,1,226.58,90.96
14091,35,M,182.8,92.3,70.88,25.0,66.67,64.31,64.41,39.36,25.61,28.96,40.39,50.16,28.76,13.74,13.31,20.21,26.4,40.93,11.01,28.73,0,0.0,0,1,1,3,1,3.75,1,7.36,1,end,5.25,64.07,74.76,42.9,72.16,37.03,64.07,42.9,32.38,7.63,65.6,trap_exit,1,137.87,57.53
14092,33,F,181.4,94.1,64.92,36.14,56.76,65.09,52.31,64.36,42.94,57.89,87.57,77.27,2.18,29.66,33.76,44.63,64.9,47.46,32.61,55.69,0,0.0,0,1,0,0,1,3.28,1,6.36,0,3,5.5,76.6,30.78,30.78,61.68,33.34,76.6,30.78,84.8,0.64,69.67,none,1,190.42,85.33
14093,30,M,187.0,99.9,94.65,16.06,88.53,94.86,20.79,81.79,72.7,53.96,60.89,27.84,20.22,8.99,5.06,15.82,22.47,17.36,5.1,53.17,0,0.0,1,1,0,0,1,4.61,1,9.18,0,3,5.5,37.7,49.04,49.04,91.4,59.31,37.7,49.04,62.84,9.89,68.61,none,0,126.64,51.2
14094,31,M,190.0,92.5,78.87,8.11,75.01,75.09,31.81,39.08,43.17,35.94,35.26,36.81,26.93,16.58,17.94,21.31,11.57,21.63,1.01,30.49,1,18.62,0,1,0,0,0,0.0,1,5.1,0,end,5.5,29.23,86.04,52.29,48.45,84.8,29.23,52.29,17.65,5.25,54.87,trap_exit,0,14.56,27.28
14095,27,M,174.3,84.4,50.27,31.86,32.83,48.57,42.42,72.63,36.65,19.21,39.03,62.25,10.91,66.18,66.37,68.38,27.7,36.69,3.08,15.49,0,0.0,1,1,0,0,0,0.0,0,0.0,0,6,5.5,20.15,13.75,10.3,13.2,77.38,80.62,10.3,106.68,1.99,71.23,darkness,1,97.87,49.73
